Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
230,RL,0,Balanced,-1,Low,0,Low,0,22.1734,3846.34,8.25514,0.507847,0.0488631
231,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1793,3887.58,8.2658,0.437666,0.0488582
232,RL,0,Light Heavy,-1,Low,0,Low,0,22.1707,3819.8,8.24821,0.551386,0.0488534
233,RL,0,Balanced,-1,Low,0,Low,0,22.2112,3853.79,8.25707,0.507345,0.0488485
234,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1345,3879.96,8.26384,0.437101,0.0488436
235,RL,0,Light Heavy,-1,Low,0,Low,0,22.2626,3842.56,8.25415,0.551159,0.0488387
236,RL,0,Balanced,-1,Low,0,Low,0,22.1514,3839.34,8.25332,0.507571,0.0488338
237,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1859,3890.52,8.26656,0.437383,0.0488289
238,RL,0,Light Heavy,-1,Low,0,Low,0,22.1827,3825.73,8.24977,0.551174,0.048824
239,RL,0,Light Heavy,-1,Low,0,Low,0,22.2122,3833.07,8.25168,0.551001,0.0488192
240,RL,0,Balanced,-1,Low,0,Low,0,22.1074,3830.97,8.25113,0.507689,0.0488143
241,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2218,3896.21,8.26802,0.43746,0.0488094
242,RL,0,Balanced,-1,Low,0,Low,0,22.1782,3846.37,8.25514,0.50772,0.0488045
243,RL,0,Light Heavy,-1,Low,0,Low,0,22.2324,3837.21,8.25276,0.551386,0.0487996
244,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1407,3882.89,8.26459,0.43726,0.0487948
245,RL,0,Balanced,-1,Low,0,Low,0,22.2173,3853.24,8.25693,0.507888,0.0487899
246,RL,0,Light Heavy,-1,Low,0,Low,0,22.2105,3834.33,8.25201,0.550868,0.048785
247,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1906,3890.14,8.26646,0.437467,0.0487801
248,RL,0,Balanced,-1,Low,0,Low,0,22.2426,3860.94,8.25893,0.507995,0.0487753
249,RL,0,Light Heavy,-1,Low,0,Low,0,22.2323,3835.96,8.25244,0.550892,0.0487704
250,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1826,3889.17,8.26621,0.437207,0.0487655
251,RL,0,Balanced,-1,Low,0,Low,0,22.2207,3854.18,8.25717,0.507846,0.0487606
252,RL,0,Light Heavy,-1,Low,0,Low,0,22.2635,3838.88,8.2532,0.55143,0.0487557
253,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1771,3890.96,8.26667,0.437305,0.0487509
254,RL,0,Balanced,-1,Low,0,Low,0,22.1893,3846.31,8.25513,0.507613,0.048746
255,RL,0,Light Heavy,-1,Low,0,Low,0,22.2912,3849.03,8.25584,0.551213,0.0487411
